Company/Bond,Net Debt/EBITDA,Total Debt/EBIT,Net Debt/EBIT,EBITDA to Interest Expense,EBITDA-CapEx/Interest Expense,EBIT to Interest Expense,Interest Expense,Common Equity/Total Assets,Long-Term Debt/Equity,Long-Term Debt/Capital,Long-Term Debt/Total Assets,Total Debt/Equity,Total Debt/Capital,Total Debt/Total Assets,Num Rating,Market Cap,Industry
48,4.2602,12.9398,12.3416,3.054,0.7242,1.7655,59.526,21.2529,183.7427,63.59,41.0998,188.9491,65.3918,42.2643,1,2124.8919,3
48,4.2222,12.5222,11.5675,3.7034,1.5545,2.0098,63.347,21.2702,180.4629,63.3975,40.3634,184.6531,64.8695,41.3006,1,2280.3916,3
48,4.8343,10.1663,9.2786,2.3348,-0.6408,0.5758,59.94,20.1856,176.9212,62.283,37.5455,184.0604,64.7962,39.0606,1,2575.6283,3
48,4.4712,9.8358,8.3706,4.2504,4.2504,2.7523,62.78,20.2219,173.388,62.6948,36.8085,176.5591,63.8414,37.4816,1,2386.1183,3
48,4.3447,9.8948,8.2984,2.8203,0.0675,1.4955,63.137,20.1798,170.1169,62.0847,36.0461,174.0077,63.5047,36.8705,1,2494.0682,3
48,5.8042,13.4906,12.2612,2.0041,-2.4549,0.5443,61.46,20.092,181.9893,63.7027,38.3976,185.6855,64.9965,39.1774,1,2542.1794,3
48,5.5929,11.4279,10.6306,3.1057,-0.3636,1.6061,63.817,19.7339,179.7192,61.7718,37.26,190.9404,65.6287,39.5864,1,2432.2992,3
48,6.4853,14.7206,13.7273,2.9528,-0.0079,1.4942,56.345,17.9765,187.0668,61.8571,35.4276,202.4174,66.9331,38.3348,1,2492.9096,3
48,7.8608,22.6361,21.1645,1.0632,-1.5475,-0.2209,63.298,17.5922,200.3206,64.5492,37.1887,210.338,67.7771,39.0483,1,2705.4417,3
48,8.6182,51.6779,45.9836,0.9804,-2.215,-1.3638,59.294,15.7124,204.7517,63.791,34.0117,220.9729,68.8447,36.7062,1,2594.2237,3
48,6.7376,11.33411145,9.101455563,4.9567,0.7354,-0.2706,60.127,19.329,171.9853,62.7379,34.8332,174.1332,63.5214,35.2682,1,3017.0178,3
48,7.7115,11.33411145,9.101455563,1.4496,-1.8791,0.317,61.232,19.598,160.2304,58.8785,32.9362,172.1372,63.2538,35.3838,1,2998.5352,3
48,5.6492,5562.5703,5073.2558,4.064,-1.948,1.2398,63.324,20.5417,169.7203,61.4692,36.5845,176.106,63.782,37.961,1,3177.2881,3
48,5.3038,28.2042,25.7831,2.1678,-1.4846,1.2918,60.124,21.52,161.779,59.1446,36.4507,173.5311,63.4411,39.0985,1,3582.8447,3
48,4.1448,16.7832,12.8385,4.9994,0.2813,1.2362,57.625,24.7556,141.9717,58.6323,36.6054,142.139,58.7014,36.6485,1,4343.2053,3
48,3.7894,11.3589,9.4254,4.6764,0.8353,2.627,59.282,25.5275,148.2116,59.6754,39.3953,148.3628,59.7363,39.4355,1,5063.9277,3
48,4.6618,10.3796,9.0774,2.0977,-2.324,1.9606,59.577,25.3745,143.5768,57.7017,37.9314,148.8259,59.8113,39.3182,1,4391.7334,3
48,3.8493,9.9394,8.6234,6.1985,1.5722,2.1467,57.466,25.3464,150.1144,58.8052,39.5869,155.2741,60.8264,40.9476,1,4427.8727,3
48,3.5248,8.5934,7.8276,7.3532,1.2493,2.4006,59.731,25.1587,145.247,57.4221,37.9995,152.9461,60.4659,40.0137,1,4855.5476,3
48,3.7375,9.4264,8.7134,4.5061,-0.0937,2.1121,62.641,23.7105,142.9673,55.0293,35.2442,159.8024,61.5092,39.3943,1,3813.2861,3
48,3.595,9.3717,9.1956,4.4842,-0.6172,2.0901,66.06,23.1285,160.1145,60.4803,38.4959,164.7382,62.2268,39.6076,1,3970.5217,3
48,3.8266,9.4755,9.1851,4.7014,0.0933,2.1028,70.897,23.8159,152.4426,56.4032,37.7043,170.2727,63.0003,42.1144,1,3992.7266,3
48,4.2001,9.2472,8.9624,5.0153,0.6502,2.463,69.547,21.5914,152.707,55.698,34.2401,174.1698,63.5262,39.0525,1,3749.3747,3
48,3.7268,8.1771,7.4466,5.2391,2.1676,3.0613,70.977,24.2131,139.3298,54.7083,34.8703,154.6779,60.7347,38.7115,1,3780.3773,3
48,3.6516,7.6303,6.8728,4.5448,1.2282,2.7585,64.958,24.7872,135.6935,54.0226,34.7506,151.1791,60.1878,38.7165,1,3909.5887,3
48,3.7249,7.1748,6.7464,4.4064,1.295,2.3344,69.635,25.2273,132.8449,54.5402,34.6153,143.5726,58.9445,37.4106,1,4164.8358,3
48,3.876,6.7902,6.6662,4.6768,0.6335,2.826,68.067,25.4516,133.6014,56.1088,35.108,138.1112,58.0028,36.2931,1,4529.2404,3
48,3.9307,6.745,6.5979,5.3011,2.2907,3.3699,67.262,25.7007,132.6971,55.9549,35.1972,137.15,57.8326,36.3783,1,4863.8492,3
48,3.8462,6.8077,6.5953,4.7816,1.1336,2.654,67.197,25.7137,131.0741,55.3066,34.7841,136.9953,57.8051,36.3555,1,4486.9822,3
