Company/Bond,Net Debt/EBITDA,Total Debt/EBIT,Net Debt/EBIT,EBITDA to Interest Expense,EBITDA-CapEx/Interest Expense,EBIT to Interest Expense,Interest Expense,Common Equity/Total Assets,Long-Term Debt/Equity,Long-Term Debt/Capital,Long-Term Debt/Total Assets,Total Debt/Equity,Total Debt/Capital,Total Debt/Total Assets,Num Rating,Market Cap,Industry
42,1.2584,3.0253,1.4898,28.3789,19.8632,22.9789,95,38.0509,44.4284,22.4026,17.1003,98.3177,49.5758,37.842,0,162001.25,4
42,1.3156,3.2888,1.563,28.2451,23.3627,23.6078,102,36.7213,43.4456,21.0125,16.1572,106.7611,51.635,39.7038,0,179877.12,4
42,1.3073,3.3581,1.5501,30.4672,25.7869,26.582,122,35.9989,43.4525,20.7547,15.8405,109.3623,52.2359,39.8677,0,177847.74,4
42,1.2842,3.5132,1.528,32.9889,26.8111,27.4667,90,35.929,43.6562,20.6387,15.8478,111.5263,52.7245,40.4855,0,169574.4,4
42,1.3774,3.6252,1.6436,17.7047,11.4966,14.1275,149,36.8364,57.2787,27.1615,21.2692,110.8822,52.5802,41.1737,0,181846.62,4
42,1.5615,3.7702,1.8643,22.9758,19.3548,19.1613,124,35.7699,56.6187,26.12,20.4187,116.7639,53.8668,42.1091,0,171068.4,4
42,1.5375,3.9754,1.8408,34.243,28.8131,29.6262,107,35.6805,54.3512,25.0094,19.5237,117.3231,53.9856,42.1441,0,185003.15,4
42,1.4627,4.0349,1.7464,28.5044,23.3009,23.9912,113,34.7083,59.7315,26.6445,20.8807,124.1795,55.3929,43.4101,0,184625,4
42,1.7177,4.3001,2.0674,14.0288,8.3597,10.4388,139,32.9483,62.3769,26.3643,20.7155,136.5957,57.7338,45.3637,0,184332.52,4
42,1.9356,4.4152,2.3329,6.1946,5.0403,5.1365,447,31.6834,89.7139,36.4405,28.662,146.193,59.3815,46.7061,0,177364.8,4
42,2.1314,4.9276,2.5984,23.6172,18.9453,19.8047,128,30.3812,90.6986,35.6069,27.7716,154.7223,60.7416,47.3754,0,171742.01,4
42,2.2081,5.3326,2.7032,20.7319,16.7029,17.2391,138,28.0073,98.7894,35.8149,27.8998,175.8328,63.7462,49.6581,0,175373.38,4
42,2.2727,5.0657,2.7856,14.3007,8.1259,10.6154,143,28.364,110.2585,40.5948,31.5308,171.6077,63.1822,49.0748,0,185759.04,4
42,2.3388,5.463,2.8722,18.4326,14.6312,15.1844,141,27.2991,107.4058,37.5054,29.5739,186.3743,65.0807,51.3176,0,202867.56,4
42,2.2179,5.4005,2.6945,20.3951,17.0062,17.6481,162,28.3089,108.9947,39.062,31.0881,179.0297,64.1615,51.0638,0,194692.8,4
42,2.0354,5.3731,2.4639,14.7857,12.1703,12.478,182,27.762,120.6439,43.0971,33.7102,179.9352,64.2775,50.2773,0,182526.16,4
43,1.5827,1.9276,1.913,11.12,16.19310997,8.9991,68.5,42.8196,43.62,26.2453,18.6779,66.2008,39.8318,28.347,0,64221.103,4
43,2.014,2.4497,2.4354,9.055,16.19310997,7.3458,89.296,38.4149,55.3789,30.0801,21.2737,84.1047,45.6831,32.3087,0,69960.0439,4
43,1.7817,2.1729,2.1688,15.062,16.19310997,12.6983,89.043,42.5925,55.3132,31.7654,23.5593,74.1304,42.5718,31.574,0,74881.865,4
43,1.997,2.4534,2.4509,8.3817,16.19310997,6.5246,100.758,40,61.0736,33.5216,24.4294,82.1919,45.1128,32.8768,0,61525.5355,4
43,2.002,2.4732,2.4688,7.6277,16.19310997,6.057,124.513,40.3403,69.2002,37.7669,27.9156,83.23,45.4238,33.5752,0,58311.75,4
43,2.1808,2.7128,2.7062,7.1404,16.19310997,5.6444,141.72,37.1252,78.2333,40.93,29.0442,91.1392,47.6821,33.8356,0,60623.4913,4
43,1.8955,2.2826,2.2778,25.21253641,16.19310997,20.83192346,0,40.6661,74.0315,39.0996,30.1058,89.3408,47.1852,36.3314,0,60917.3796,4
43,1.83,2.225,2.2074,6.4338,16.19310997,4.9592,156.496,38.9606,71.1128,38.164,27.7059,86.3348,46.3332,33.6365,0,58075,4
43,2.0133,2.4548,2.4526,6.1566,16.19310997,4.6635,174.275,38.3397,74.5587,38.6906,28.5856,92.7049,48.1072,35.5427,0,57478.2471,4
43,2.1785,2.6758,2.672,6.2038,16.19310997,4.7591,184.19,35.0545,75.9318,38.2038,26.6175,98.7547,49.6867,34.618,0,53631.3718,4
43,2.2551,2.862,2.8509,376.5672,16.19310997,314.4652,5.039,38.7763,76.2926,39.9268,29.5835,91.0813,47.6662,35.318,0,52543.875,4
43,2.3496,2.9858,2.9824,5.715,1.92,4.335,200,38.1479,76.1818,39.2151,29.0617,94.2665,48.5243,35.9607,0,54561.9431,4
43,2.2601,2.8887,2.8873,5.9575,1.4717,4.4104,212,37.8844,76.1734,39.6653,28.8578,92.0404,47.9276,34.8689,0,61131,4
43,2.492,3.2161,3.2131,5.4978,0.6407,4.0519,231,35.2117,72.5002,36.4948,25.5285,98.6587,49.6624,34.7394,0,49619.5339,4
43,2.4585,3.2583,3.2381,7.102,4.1061,5.6082,245,39.3064,71.8352,37.6501,28.2358,90.797,47.5883,35.689,0,46719.875,4
43,2.2037,2.9433,2.9356,5.6636,2.3318,4.0818,220,39.7814,69.7884,38.7413,27.7628,80.1393,44.4874,31.8806,0,54769.25,4
43,2.1943,2.9198,2.9142,6.6055,3.5688,4.9587,218,40.5959,67.7601,37.7905,27.5078,79.3047,44.229,32.1945,0,55073.2793,4
43,1.974,2.6598,2.6418,5.75,1.8726,4.0802,212,38.8111,61.6995,36.6196,23.9463,68.4879,40.6486,26.5809,0,60787.157,4
43,1.6609,2.4124,2.2121,10.0821,7.8974,8.0205,195,43.286,55.1299,34.7754,25.2904,58.5315,36.921,26.8508,0,54268.75,4
43,1.4374,2.0776,1.9148,6.9577,4.2487,5.0212,189,42.693,51.3469,33.9266,23.2898,51.3469,33.9266,23.2898,0,63693.7317,4
43,1.5869,2.3286,2.1228,8.0469,4.5781,5.9427,192,42.4434,50.2063,31.9537,22.7399,57.1219,36.3552,25.8722,0,84504.7852,4
43,1.7119,2.4281,2.2762,7.8131,4.197,5.7525,198,38.0209,46.6759,29.2103,19.6764,59.7924,37.4188,25.2058,0,78606.7444,4
43,1.3785,2.0951,1.8148,11.6537,8.0341,9.4293,205,40.7699,47.3265,30.9509,21.3159,52.9084,34.6014,23.83,0,89219.8125,4
43,1.3701,1.9429,1.801,8.5619,4.6443,6.2887,194,40.8718,47.1807,31.2266,21.1711,51.0914,33.8149,22.9259,0,113043.0849,4
43,1.2925,1.8333,1.6813,10.627,5.9459,8.227,185,41.6926,46.5402,31.0399,21.193,49.9368,33.3052,22.7397,0,142211.224,4
43,1.3248,1.892,1.727,9.6683,4.5891,7.1188,202,38.4746,44.5528,28.9807,18.7162,53.7329,34.9521,22.5726,0,153557.2989,4
43,1.0375,1.6213,1.3342,13.1389,8.1296,10.9537,216,42.2274,41.9318,28.6571,19.2155,46.3227,31.6579,21.2277,0,191264,4
43,0.8802,1.4144,1.1299,11.089,5.2775,8.3141,191,42.3217,41.1141,29.1354,18.7975,41.1141,29.1354,18.7975,0,204706.1543,4
43,2.1343,2.9533,2.7428,12.0419,5.5445,9.288,191,34.6306,64.8896,34.9613,24.2089,85.6039,46.1218,31.9369,0,187954.4063,4
43,2.218,3.0101,2.8224,7.8076,2.5647,6.0536,317,33.5489,63.6273,33.7642,22.8813,88.4457,46.9343,31.8064,0,250801.4119,4
43,1.8129,2.5145,2.3031,13.2422,6.5031,10.8727,322,36.7226,61.4982,33.8937,23.7018,81.4443,44.8867,31.3892,0,244020.75,4
43,1.6333,2.2254,2.0775,8.0545,2.8121,6.0667,330,37.5067,55.6635,32.2631,21.7045,72.5298,42.039,28.281,0,247242.5072,4
43,1.7031,2.2934,2.1606,9.064,3.2674,7.1017,344,38.2743,57.184,32.2085,22.7281,77.5432,43.6757,30.8199,0,246765.0066,4
43,1.6286,2.2114,2.0804,7.3253,1.6667,5.504,375,36.9812,54.0474,31.2381,20.7271,73.0175,42.2024,28.0022,0,202674.9261,4
43,1.635,2.3429,2.1272,11.9077,5.1508,9.28,325,40.1165,48.1944,28.568,20.0371,68.7006,40.7234,28.5627,0,253896,4
43,1.4911,2.1063,1.9522,7.983,2.625,5.8494,352,40.2427,50.3162,31.2387,20.9359,61.0699,37.9152,25.4104,0,231327.3673,4
43,1.7474,2.4852,2.2948,9.1852,3.5214,7.1054,351,40.5487,54.8093,32.2345,22.9675,70.0328,41.1878,29.3469,0,249703.0618,4
43,1.6103,2.3336,2.1262,9.2242,2.6273,6.7788,330,38.799,53.1219,32.2692,21.2927,64.6212,39.2545,25.9019,0,229094.3176,4
43,1.4766,2.1741,1.9594,13.1975,6,10.1049,324,42.063,51.5905,32.1917,22.4467,60.2605,37.6016,26.219,0,267090.94,4
43,1.4183,2.0776,1.8536,12.3715,4.729,9.684,288,42.1043,49.2711,30.6898,21.435,60.5454,37.7123,26.3398,0,248467.5166,4
43,1.476,2.1289,1.9235,14.315,4.493,11.185,254,41.7294,49.9032,30.7974,21.5375,62.037,38.2857,26.7743,0,217505.6821,4
43,1.6603,2.3404,2.1571,12.7727,3.1684,9.5606,264,39.77,45.0114,26.8084,18.5344,67.9005,40.4409,27.9594,0,236367.1898,4
43,1.4981,2.1596,1.9268,17.9802,7.638,14.2372,253,41.622,48.0048,29.5978,20.6702,62.1904,38.3441,26.7783,0,210081,4
43,1.5326,2.2077,1.994,13.888,5.2527,10.336,250,41.6252,50.3668,31.2178,21.6814,61.3403,38.0192,26.4051,0,246620.66,4
43,1.3597,2.1506,1.775,17.7393,5.6642,13.6624,234,43.0595,45.9511,29.0406,20.4278,58.2308,36.8012,25.8868,0,244281.9829,4
43,1.5287,2.2696,1.9988,15.7645,3.9925,11.7521,242,40.2299,45.7596,27.9603,19.0298,63.6593,38.8975,26.4736,0,255122.6759,4
43,1.2869,2.088,1.6779,19.9529,7.134,15.8824,255,41.5806,44.5585,28.0818,19.158,58.6738,36.9776,25.2269,0,232147.35,4
43,1.4998,2.2548,1.9607,15.848,4.7036,11.7,250,39.4112,46.7577,28.0089,18.978,66.9388,40.0978,27.169,0,243357.52,4
43,1.5304,2.3423,1.9931,16.6007,5.3539,12.9576,283,39.1463,45.17,26.4412,18.1835,70.8315,41.4628,28.5137,0,224895.4427,4
43,1.6218,2.4584,2.1194,13.5607,1.7169,9.977,305,37.876,47.7769,27.6844,18.602,72.5769,42.0548,28.2579,0,228344.1967,4
43,1.3649,2.1678,1.7847,17,5.9432,13.4355,349,41.1106,45.8412,28.4369,19.3568,61.2031,37.9664,25.8435,0,221861.6,4
43,1.4092,2.1456,1.8226,20.131,8.0174,15.6389,252,38.6131,44.5461,26.5488,17.6967,67.7892,40.4014,26.9304,0,197140.4983,4
43,1.4521,2.1937,1.8613,16.1621,5.6995,12.9945,364,38.2487,48.1181,27.7682,18.9364,73.2851,42.2916,28.8406,0,205429.105,4
43,1.508,2.1766,1.9168,13.027,3.0243,10.0688,407,37.8743,52.237,30.0081,20.331,74.0765,42.554,28.831,0,196974.7212,4
43,1.4812,2.236,1.8784,14.3778,3.4701,11.466,397,38.4776,55.0846,32.2348,21.7792,70.8855,41.4813,28.0265,0,192048.15,4
43,1.4411,2.1469,1.8286,13.2775,5.3617,10.3096,436,37.95,52.7874,31.0587,20.6115,69.9603,41.1627,27.3168,0,187674.9297,4
43,1.4676,2.2185,1.8685,14.1118,5.6075,11.193,456,38.9342,48.3065,28.4338,19.3262,69.8909,41.1387,27.9616,0,185521.9177,4
43,1.4989,2.2311,1.9137,11.9346,2.3537,9.1309,489,38.8852,45.9906,27.2503,18.3802,68.7706,40.748,27.4843,0,205400.2963,4
43,1.204,1.9036,1.5247,18.3628,7.5456,14.9605,430,40.6189,48.2246,29.9121,20.2755,61.221,37.9734,25.7397,0,197007.39,4
43,1.3445,2.0238,1.709,13.3432,5.8154,10.2105,475,38.5473,53.2558,31.7251,21.3065,67.8664,40.4288,27.1519,0,196892.6271,4
43,1.3723,2.0466,1.7568,14.0471,5.4304,10.8258,488,39.6855,48.7865,29.2949,20.1084,66.5358,39.9528,27.4242,0,186935.008,4
43,1.5163,2.2036,1.9473,12.2104,4.3077,9.2384,537,38.0794,51.2715,29.7386,20.2766,72.4074,41.9979,28.6353,0,181057.4229,4
43,1.3859,2.0349,1.7848,14.1277,7.4262,11.3731,603,39.5122,50.1931,30.0329,20.4276,67.127,40.1653,27.3194,0,201590.02,4
43,1.3852,2.1443,1.7842,12.4018,7.2783,9.4946,560,37.7531,55.2359,31.775,21.4726,73.8342,42.4739,28.7026,0,228657.0051,4
