Rating,Ending Date,Net Debt/EBITDA,Total Debt/EBIT,Net Debt/EBIT,EBITDA to Interest Expense,EBITDA-CapEx/Interest Expense,EBIT to Interest Expense,Interest Expense,Common Equity/Total Assets,Long-Term Debt/Equity,Long-Term Debt/Capital,Long-Term Debt/Total Assets,Total Debt/Equity,Total Debt/Capital,Total Debt/Total Assets,Number Rating,Rating Change,Market Cap,,,,
Ba2,38352,4.45,7.61,6.77,1.79,0.29,0.51,78.5,40.16,100.46,45.81,40.34,119.3,54.4,47.91,12,0,10923.7444,,,,
Ba1,38442,4.04,6.45,6.06,4,2.89,2.67,75.3,42.23,97.88,47.83,41.33,104.62,51.13,44.18,11,-1,8993.1717,,,,
Ba1,38533,3.66,5.82,5.45,4.57,3.24,3.12,68.7,44.01,84.89,44.03,37.36,92.82,48.14,40.85,11,0,9928.7553,,,,
Ba1,38625,2.72,4.85,4.63,10.74,5.46,6.14,65.3,49.55,64.51,36.96,31.96,74.55,42.71,36.94,11,0,9041.1789,,,,
Ba1,38717,2.73,4.75,4.61,2.64,0.76,0.96,60.5,49.35,63.98,36.6,31.57,74.8,42.79,36.91,11,0,9478.8873,,,,
Ba1,38807,2.76,5.15,4.81,4.22,1.66,2.45,57.7,49.3,63.09,36.35,31.1,73.55,42.38,36.26,11,0,8875.8761,,,,
Ba1,38898,3.12,5.94,5.52,4.3,-5.61,2.76,66.6,45.94,73.83,40.48,33.92,82.37,45.17,37.84,11,0,7936.4122,,,,
Ba1,38990,3.47,5.54,5.27,7.36,4.37,5.84,71.8,49.49,69.19,39.85,34.24,73.64,42.41,36.44,11,0,8157.8155,,,,
Ba1,39082,3.33,6.31,6.18,7.46,-9,1.58,71.7,45.48,82.74,43.81,37.63,88.87,47.05,40.42,11,0,8752.0332,,,,
Ba1,39172,3.34,6.74,6.49,2.43,0.48,0.99,80.5,44.52,79.49,42.27,35.39,88.07,46.83,39.21,11,0,8927.1934,,,,
Ba1,39263,3.53,7.12,6.86,3.77,-5.88,2.35,85.5,42.75,84.21,43.61,36.01,93.1,48.21,39.81,11,0,9125.1591,,,,
Ba1,39355,3.31,6.74,6.27,7.1,4.31,5.66,85.3,43.88,80.39,42.58,35.28,88.79,47.03,38.96,11,0,8288.0047,,,,
Ba1,39447,3.95,6.32,6.07,3.16,1.81,1.67,82.5,45.1,79.12,42.92,35.69,84.33,45.75,38.03,11,0,9017.7728,,,,
Ba1,39538,3.8,6.2,5.74,3.36,0.01,1.76,77.9,44.41,83.21,44.71,36.96,86.13,46.27,38.25,11,0,6998.6277,,,,
Ba1,39629,4.2,6.87,6.45,3.65,-8.26,2.08,81.1,42.81,84.3,44.27,36.09,90.42,47.48,38.71,11,0,4780.744,,,,
Ba1,39721,4.04,6.65,6.32,7.41,4.32,5.73,80.6,44.51,79.74,42.9,35.5,85.88,46.2,38.23,11,0,4415.6737,,,,
Ba1,39813,4.89,8.43,7.94,2.25,-6.98,0.72,87.7,41.32,96.13,47.34,39.72,103.06,50.75,42.59,11,0,2926.3077,,,,
Ba2,39903,5.11,9.43,8.82,2.32,-0.44,0.56,79.5,41.69,96.21,47.34,40.11,103.22,50.79,43.03,12,1,1712.1614,,,,
Ba2,39994,5.51,10.83,10.34,2.82,1.3,0.81,68.3,43.15,85.76,43.75,37.01,96.03,48.99,41.43,12,0,2894.8002,,,,
Ba3,40086,6.84,15.53,14.92,6.1,-5.12,4.15,73.9,43.31,89.05,44.97,38.57,98.02,49.5,42.45,13,1,5150.8395,,,,
Ba3,40178,7.7,17.24,16.65,2.92,-13.99,1.05,78.3,41.13,102.18,48.14,42.03,112.27,52.89,46.18,13,0,5408.645,,,,
Ba3,40268,6.97,15.12,14.6,2.97,0.99,1.09,83.9,41.39,91.73,43.98,37.96,108.55,52.05,44.93,13,0,7090.1531,,,,
Ba3,40359,6.32,12.98,12.47,3.35,-4.16,1.58,90.7,39.6,98.09,46.29,38.84,111.9,52.81,44.31,13,0,4898.2701,,,,
Ba3,40451,5.5,10.59,10.01,6.82,5.94,5,89.1,42.2,88.91,43.8,37.52,102.98,50.73,43.45,13,0,6785.6471,,,,
Ba3,40543,6.04,11.4,10.88,2.86,-9.76,1.22,99.9,40.2,100.64,46.63,40.46,115.81,53.66,46.56,13,0,10147.4433,,,,
Ba2,40633,5.47,10.2,9.66,3.21,2.55,1.49,100.6,41.86,97.57,47.35,40.84,106.06,51.47,44.39,12,-1,8953.1722,,,,
Ba2,40724,5.17,9.72,9.1,3.66,1.67,1.81,93,41.85,94.65,46.61,39.61,103.07,50.76,43.14,12,0,8170.0436,,,,
Ba2,40816,5.1,9.27,8.79,6.98,-0.95,5.17,98.2,41.83,96.42,47.27,40.34,104,50.98,43.51,12,0,4700.6814,,,,
Ba2,40908,5.04,9.12,8.84,3.16,1.57,1.17,90.6,42.45,93.45,46.48,39.67,101.05,50.26,42.9,12,0,5376.5138,,,,
Ba1,40999,5.08,9.31,9,3.4,1.48,1.46,92.7,42.9,91.93,46.11,39.44,99.37,49.84,42.63,11,-1,6411.0293,,,,
Ba1,41090,5.13,9.72,9.47,3.11,1.48,1.09,89.1,42,85.46,42.85,35.89,99.44,49.86,41.76,11,0,5671.8856,,,,
Ba1,41182,4.98,9.84,9.53,7.46,6.21,5.32,85,44.25,76.11,40.19,33.68,89.38,47.2,39.55,11,0,6588.0743,,,,
Ba1,41274,7.32,21.06,20.58,-1.04,-10.73,-3.16,89,41.9,83.89,41.49,35.15,102.18,50.54,42.82,11,0,7438.2285,,,,
Ba1,41364,7.03,19.54,19.04,3.94,1.96,1.84,90.2,41.97,71.67,35.56,30.08,101.54,50.38,42.62,11,0,7288.3703,,,,
Ba1,41455,6.73,18.35,17.89,3.45,0.94,1.3,86.9,41.93,75.87,38.19,31.82,98.66,49.66,41.37,11,0,7321.8374,,,,
Ba1,41547,6.46,17.93,17.46,7.94,6.21,5.58,79.7,43.62,68.26,35.84,29.78,90.43,47.49,39.45,11,0,8418.3323,,,,
Ba1,41639,5.07,10.12,9.86,3.51,0.47,0.99,75.7,43.88,73.92,38.57,32.44,91.67,47.83,40.23,11,0,10454.8596,,,,
Ba1,41729,5.23,10.96,10.66,4.25,1.65,1.42,68.6,43.61,85.01,44.48,37.07,91.12,47.68,39.74,11,0,12116.3014,,,,
Ba1,41820,4.69,9.35,9.12,5.95,3.43,3,65.3,44.22,80.22,43.17,35.47,85.81,46.18,37.95,11,0,12361.5842,,,,
Ba1,41912,4.08,7.78,7.58,12.01,8.41,8.81,60.1,46.03,68.88,38.82,31.7,77.44,43.64,35.64,11,0,14982.6964,,,,
Ba1,42004,4.82,8.97,8.76,4.86,-14.6,1.85,64.4,40,92.27,45.7,36.91,101.93,50.48,40.77,11,0,18076.6794,,,,
Ba1,42094,4.82,9.01,8.77,4.36,0.02,1.51,70.2,38.21,93.68,45.18,35.79,107.35,51.77,41.01,11,0,17997.8245,,,,
Ba1,42185,4.77,8.64,8.49,6.1,-4.95,3.41,76.6,38.89,91.25,44.4,35.49,105.54,51.35,41.04,11,0,17305.8805,,,,
Ba1,42277,5.36,11.41,11.21,7.02,3.89,3.86,66.8,39.39,91.87,45.29,36.19,102.84,50.7,40.51,11,0,19598.6751,,,,
Ba1,42369,5.02,9.91,9.77,7.16,3.22,3.9,64.1,38.54,96.33,46.43,37.13,107.49,51.81,41.43,11,0,22063.0913,,,,
Ba1,42460,4.85,9.33,9.21,5.71,1.9,2.49,65.4,37.63,98.97,47.06,37.24,110.32,52.45,41.51,11,0,17731.7828,,,,
Ba1,42551,5.47,10.54,10.36,6.4,-16.43,3.58,78.7,36.25,112.37,50.31,40.73,123.37,55.23,44.72,11,0,14454.3074,,,,
Ba1,42643,4.15,6.79,6.67,11.67,8.45,8.9,82.6,39.15,95.79,45.49,37.5,110.55,52.51,43.29,11,0,16082.0215,,,,
,,,,,,,,,,,,,,,,,,,,,,
Caa1,40268,6.8,74.52,52.88,1.39,0.38,0.21,326,0.16,21181.94,89.78,34.4,23494.44,99.58,38.15,17,0,11488.0036,,,,
Caa1,40359,4.35,14.64,10.53,3.91,3.29,2.7,315,0.45,7149.75,89.03,32.48,7931.16,98.75,36.03,17,0,9268.9806,,,,
Caa1,40451,3.38,8.19,6.12,5.38,3.83,3.92,256,1.66,1826.99,81.24,30.27,2148.95,95.55,35.61,17,0,9183.0346,,,,
Caa1,40543,3.12,6.88,5.25,2.97,1.09,1.31,224,2.08,1469.23,81.61,30.52,1700.33,94.45,35.32,17,0,10517.5189,,,,
,,,,,,,,,,,,,,,,,,,,,,
A1,38836,-1.4,0.9,-1.67,34.75,31.4,29.02,60,57.14,25.77,20.49,14.73,25.77,20.49,14.73,5,0,129135.8,,,,
A1,38927,-1.33,0.89,-1.62,27.59,25.58,22.63,88,55.2,26.47,20.93,14.62,26.47,20.93,14.62,5,0,109546.72,,,,
A1,39018,-1.42,0.85,-1.73,26.04,23.77,22.34,94,56.85,25.27,20.17,14.37,25.27,20.17,14.37,5,0,143790.64,,,,
A1,39109,-1.51,0.81,-1.79,26.04,22.53,22.44,95,57.47,24.13,19.44,13.87,24.13,19.44,13.87,5,0,159364.8,,,,
A1,39200,-1.6,0.77,-1.88,27.1,23.22,23.38,94,58.4,22.71,18.51,13.27,22.71,18.51,13.27,5,0,163639.62,,,,
A1,39291,-1.55,0.73,-1.8,14.63,12.83,12.64,188,59.02,20.35,16.91,12.01,20.35,16.91,12.01,5,0,176716.268,,,,
A1,39382,-1.69,0.72,-1.97,30.3,27.22,25.92,96,60.81,19.36,16.22,11.82,19.36,16.22,11.82,5,0,194015.8,,,,
A1,39473,-1.43,0.72,-1.67,31.44,28.2,26.42,91,59.33,20.83,17.24,12.39,20.83,17.24,12.39,5,0,144595,,,,
A1,39564,-1.58,0.73,-1.86,37.9,33.24,31.49,68,58.01,19.32,15.99,11.23,20.83,17.24,12.11,5,0,151347.2,,,,
A1,39655,-1.71,0.72,-2.02,46.23,40.61,39.52,64,58.49,18.58,15.48,10.88,20.04,16.69,11.74,5,0,132179.99,,,,
A1,39746,-1.76,0.72,-2.08,44.92,39.28,38.78,64,59.5,18.17,15.19,10.82,19.6,16.39,11.67,5,0,95641.84,,,,
A1,39837,-2.14,0.77,-2.54,34.89,31.33,28.14,63,59.95,17.25,14.54,10.35,18.61,15.69,11.16,5,0,92861.16,,,,
A1,39928,-2.31,1.23,-2.77,19.36,17.37,15.3,105,57.61,27.67,21.67,15.95,27.67,21.67,15.95,5,0,106320.24,,,,
A1,40019,-2.72,1.41,-3.37,17.4,15.55,12.81,114,56.73,26.62,21.02,15.11,26.62,21.02,15.11,5,0,126575.8,,,,
A1,40110,-2.86,1.48,-3.6,22.39,20.99,18.63,114,58.24,25.67,20.42,14.96,25.67,20.42,14.96,5,0,139001.67,,,,
A1,40201,-2.59,2.01,-3.23,18.25,16.68,15,158,54.33,36.58,26.78,19.89,36.58,26.78,19.89,5,0,131709.98,,,,
A1,40299,-2.33,1.84,-2.88,15.48,13.88,12.88,182,55.28,27.64,20.51,15.28,34.77,25.8,19.23,5,0,154093.46,,,,
A1,40390,-2.2,1.67,-2.68,17.4,15.57,13.76,169,54.56,27.52,20.46,15.02,34.51,25.66,18.84,5,0,130460.85,,,,
A1,40481,-2.05,1.63,-2.52,17.49,15.53,14.16,166,55.83,27.33,20.37,15.26,34.18,25.47,19.09,5,0,127490.22,,,,
A1,40572,-2.26,1.75,-2.87,14.73,12.7,10.46,161,55.67,26.6,19.95,14.82,33.36,25.02,18.59,5,0,115805.69,,,,
A1,40663,-2.43,1.96,-3.12,18.01,16.2,14.27,153,55.26,34.25,25.28,18.94,35.48,26.19,19.62,5,0,96377.52,,,,
A1,40754,-2.73,2.19,-3.62,14.39,12.74,9.84,148,54.22,34.35,25.33,18.64,35.6,26.25,19.31,5,0,86796.95,,,,
A1,40845,-2.73,2.24,-3.66,19.13,17.34,14.93,148,54.26,34.45,25.39,18.7,35.69,26.31,19.38,5,0,99685.76,,,,
A1,40936,-2.71,1.97,-3.48,21.99,20.09,18.23,150,55.17,33.08,24.63,18.26,34.31,25.55,18.94,5,0,105193.68,,,,
A1,41027,-2.75,1.79,-3.5,22.39,20.53,18.21,151,56.34,31.7,24.04,17.87,31.86,24.16,17.96,5,0,107552.34,,,,
A1,41118,-2.56,1.62,-3.22,21.48,19.46,16.13,147,55.89,31.77,24.1,17.76,31.83,24.14,17.79,5,0,83125.62,,,,
A1,41211,-2.19,1.55,-2.73,22.05,20.26,17.91,148,56.87,30.88,23.57,17.56,30.98,23.65,17.62,5,0,91827.19,,,,
A1,41300,-2.28,1.54,-2.85,23.13,21.18,18.97,147,57.6,29.27,22.63,16.86,29.34,22.68,16.9,5,0,112581.45,,,,
A1,41391,-2.34,1.51,-2.9,23.99,21.99,20.29,145,58.49,22.81,17.74,13.35,28.61,22.24,16.74,5,0,109861.05,,,,
A1,41482,-2.54,1.45,-3.07,23.81,21.59,19.68,143,58.42,21.86,17.16,12.78,27.42,21.52,16.02,5,0,137397.944,,,,
A1,41573,-2.4,1.48,-2.91,21.76,19.51,17.54,140,58.46,21.98,17.23,12.85,27.54,21.6,16.11,5,0,120156.705,,,,
A1,41664,-2.45,1.74,-3.03,16.76,14.83,12.26,136,56.97,22.08,16.91,12.58,30.57,23.41,17.42,5,0,115240.2,,,,
A1,41755,-2.49,2.2,-3.12,21.58,19.02,17.41,146,54.77,36.53,26.58,20.01,37.44,27.24,20.51,5,0,117668,,,,
A1,41846,-2.65,2.23,-3.34,23.25,20.96,18.88,142,53.92,35.89,26.24,19.36,36.79,26.89,19.84,5,0,132628.79,,,,
A1,41937,-2.67,2.27,-3.37,21.14,19.09,16.85,139,54.54,34.59,25.25,18.86,36.98,27,20.17,5,0,121492.02,,,,
A1,42028,-2.57,2.01,-3.19,23.38,21.47,18.86,139,55.01,34.07,25.13,18.74,35.55,26.22,19.56,5,0,144068.47,,,,
A1,42119,-2.57,1.99,-3.16,25.12,22.55,21.04,139,55.38,28.19,20.77,15.62,35.7,26.31,19.78,5,0,146780.26,,,,
A1,42210,-2.65,2.35,-3.26,23.7,21.56,19.34,149,52.66,35.94,25.23,18.93,42.46,29.81,22.36,5,0,144414,,,,
A1,42301,-2.49,2.14,-3,22.55,20.91,19.36,159,53.66,36,25.52,19.32,41.05,29.1,22.03,5,0,149156.7,,,,
A1,42392,-2.48,2.02,-2.94,23.41,21.47,20.33,162,54.04,35.47,25.26,19.17,40.41,28.78,21.84,5,0,118065.24,,,,
A1,42490,-2.42,2.34,-2.85,20.14,18.41,17.05,175,52.55,39.18,26.86,20.59,45.86,31.44,24.1,5,0,138384.66,,,,
A1,42581,-2.51,2.26,-2.93,21.71,20.23,18.35,180,52.27,38.5,26.55,20.13,45.05,31.06,23.55,5,0,153535.37,,,,
,,,,,,,,,,,,,,,,,,,,,,
Aa1,40086,0.88,3.05,1.85,36.37,3.47,19.79,189,46.04,22.76,18.03,10.6,26.2,20.76,12.21,2,0,174974.4,,,,
Aa1,40178,0.93,2.4,1.73,1335,-541.5,546,4,46.69,22.34,17.82,10.56,25.36,20.23,11.99,2,0,187125.9,,,,
Aa1,40268,0.94,2.06,1.59,42.87,22.77,31.66,261,46.44,24.97,19.71,11.74,26.7,21.07,12.55,2,0,177770.8,,,,
Aa1,40359,0.83,1.85,1.3,56.9,22.8,39.95,191,46.25,25.72,19.95,12.04,28.96,22.46,13.56,2,0,158858.3,,,,
Aa1,40451,0.91,2.07,1.55,31.13,0.82,11.58,317,45.95,24.33,18.55,11.31,31.21,23.79,14.51,2,0,184786.9,,,,
Aa1,40543,0.74,1.69,1.18,43.67,19.13,29.41,227,45.89,22.95,17.71,10.66,29.6,22.84,13.74,2,0,205268.7,,,,
Aa1,40633,0.57,1.43,0.87,38.52,28.02,30.12,395,45.96,19.91,15.71,9.26,26.69,21.07,12.42,2,0,230745.5,,,,
Aa1,40724,0.46,1.24,0.67,41.16,27.33,33.2,360,47.17,18.81,15,8.97,25.4,20.26,12.11,2,0,225298.5,,,,
Aa1,40816,0.37,0.96,0.49,42.68,20.74,31.19,331,47.37,18.71,15.13,8.95,23.68,19.15,11.33,2,0,198035.3,,,,
Aa1,40908,0.46,0.87,0.61,41.05,1.94,29.75,287,49.1,17.81,14.63,8.82,21.74,17.86,10.77,2,0,237378.6,,,,
Aa1,40999,0.35,0.81,0.46,28.08,16.38,21.91,552,47.35,17.34,14.37,8.29,20.71,17.16,9.9,2,0,222372.2,,,,
Aa1,41090,0.3,0.86,0.41,26.96,9.85,18.44,411,51.08,15.94,13.45,8.21,18.52,15.63,9.54,2,0,216981.7,,,,
,,,,,,,,,,,,,,,,,,,,,,
Aa2,40178,-7.44,2.95,-9.25,17.24,13.75,14.74,325,44.12,10.76,8.41,4.92,27.92,21.83,12.76,3,0,153933.5,,,,
Aa2,40268,-3.73,2.8,-4.32,15.52,12.7,13.31,414,41.31,9.67,7.01,4.12,37.93,27.5,16.17,3,0,200684.7,,,,
Aa2,40359,-3.63,3.07,-4.32,9.74,6.39,7.36,462,40.88,9.93,7.13,4.19,39.3,28.21,16.6,3,0,197684.8,,,,
Aa2,40451,-4.1,3.13,-4.96,12.44,9.24,10.22,492,41.12,9.41,6.82,4,37.95,27.51,16.12,3,0,205169.5,,,,
Aa2,40543,-3.87,2.8,-4.66,16.71,13.24,14.31,487,42.26,19.41,14.28,8.5,35.95,26.44,15.74,3,0,198316.4,,,,
Aa2,40633,-4.6,3.12,-5.74,7.85,4.84,5.54,492,42.51,19.34,14.38,8.44,34.42,25.61,15.02,3,0,206681.7,,,,
Aa2,40724,-4.37,2.77,-5.34,13.89,9.94,11.59,497,42.59,19.35,14.44,8.43,34.01,25.38,14.82,3,0,191706.8,,,,
Aa2,40816,-4.02,3.13,-4.97,9.89,5.49,7.63,507,41.49,19.92,14.55,8.47,36.91,26.96,15.69,3,0,176172.5,,,,
Aa2,40908,-4.64,3.49,-5.89,12.1,7.21,9.64,515,41.98,19.28,14.21,8.3,35.74,26.33,15.38,3,0,189220.9,,,,
Aa2,40999,-4.63,3.08,-5.74,12.65,8.58,10.29,531,42.78,19.15,14.26,8.39,34.3,25.54,15.03,3,0,201155.1,,,,
Aa2,41090,-4.71,3.14,-5.91,11.79,7.35,9.47,545,43.12,18.79,14.06,8.3,33.64,25.17,14.86,3,0,206399.4,,,,
Aa2,41182,-4.57,2.83,-5.62,14.29,9.49,11.91,544,43.53,18.9,14.2,8.43,33.06,24.85,14.74,3,0,219271.9,,,,
Aa2,41274,-4.2,2.57,-5.09,16.49,11.54,13.94,522,43.9,18.87,14.22,8.46,32.75,24.67,14.68,3,0,220253.2,,,,
Aa2,41364,-4.19,2.36,-5.05,17.47,13.39,14.51,540,44.78,18.25,13.9,8.34,31.29,23.84,14.3,3,0,256830.1,,,,
Aa2,41455,-3.98,2.2,-4.75,15.73,11.17,13.33,559,45.24,18.47,14.08,8.48,31.2,23.78,14.32,3,0,277135.1,,,,
Aa2,41547,-3.87,2.15,-4.58,16.03,10.92,13.7,581,45.49,18.93,14.44,8.74,31.1,23.72,14.35,3,0,280126.3,,,,
Aa2,41639,-4.01,2.32,-4.88,17.09,11.52,12.99,603,45.76,20.78,15.72,9.62,32.17,24.34,14.89,3,0,292459.4,,,,
Aa2,41729,-4.1,2.4,-5.04,13.62,9.41,10.95,663,45.99,20.74,15.73,9.65,31.8,24.13,14.79,3,0,308057.6,,,,
Aa2,41820,-4.17,2.27,-5.11,16.17,11.5,13.61,707,46.39,20.63,15.71,9.68,31.29,23.83,14.69,3,0,311880.2,,,,
Aa2,41912,-4.37,2.32,-5.44,11.53,6.54,9.26,817,45.9,20.68,15.77,9.61,31.13,23.74,14.46,3,0,339898.2,,,,
Aa2,42004,-4.17,2.55,-5.15,8.29,3.59,6.48,1066,45.67,22.76,17.13,10.52,32.87,24.74,15.19,3,0,371318,,,,
Aa2,42094,-3.85,2.57,-4.73,11.88,7.94,9.74,875,45.47,23.12,17.22,10.66,34.22,25.5,15.78,3,0,357348.6,,,,
Aa2,42185,-4.26,2.84,-5.34,9.05,5.55,7.05,967,45.5,22.98,17.16,10.59,33.94,25.34,15.64,3,0,336607.5,,,,
Aa2,42277,-3.6,2.28,-4.35,19.57,13.83,17.27,865,45.52,23.03,17.21,10.61,33.79,25.25,15.57,3,0,320848.6,,,,
Aa2,42369,-3.66,2.19,-4.4,12.58,7.29,10.13,808,46.27,22.33,16.84,10.46,32.59,24.58,15.26,3,0,324985.4,,,,
Aa2,42460,-2.85,2.7,-3.46,8.32,5.89,6.5,1173,44.12,22.19,15.99,9.91,38.78,27.94,17.32,3,0,350839,,,,
Aa2,42551,-2.85,2.61,-3.46,14.21,9.67,11.14,727,44.37,22.01,15.94,9.88,38.09,27.58,17.11,3,0,356666.3,,,,
Aa2,42643,-3.22,2.87,-4,13.24,10.09,11.09,1043,44.58,21.57,15.71,9.74,37.34,27.19,16.85,3,0,355472.4,,,,
,,,,,,,,,,,,,,,,,,,,,,
A1,40908,-0.34,0.42,-0.46,176.8,38.44,131.4,35,64.56,15.43,13.31,9.96,15.97,13.77,10.31,5,0,445.6635,,,,
A1,40999,-0.3,0.43,-0.42,180.48,32.36,122.9,31,65.11,15.16,13.08,9.87,15.93,13.74,10.37,5,0,402.3767,,,,
A1,41090,-0.3,0.42,-0.41,270.05,37.61,182.48,21,67.42,14.54,12.67,9.8,14.73,12.84,9.93,5,0,367.7514,,,,
A1,41181,-0.31,0.44,-0.45,409.57,37.46,274.36,14,66.19,14.41,12.58,9.54,14.52,12.68,9.61,5,0,361.8532,,,,
A1,41272,-0.41,0.92,-0.62,215,28.56,131.46,24,60.7,25.65,20.32,15.57,26.26,20.8,15.94,5,0,331.9777,,,,
A1,41363,-0.4,0.99,-0.64,62.78,18.97,34.51,73,61.62,25.67,20.4,15.82,25.84,20.54,15.93,5,0,333.7283,,,,
A1,41454,-0.46,1.1,-0.76,78.5,15.65,45.32,60,62.85,24.42,19.55,15.35,24.91,19.94,15.66,5,0,335.0598,,,,
A1,41545,-0.61,1.14,-1.02,98.66,23.95,62.57,56,61.24,23.73,19.08,14.53,24.36,19.59,14.92,5,0,392.8273,,,,
A1,41636,-0.63,1.09,-1.05,100.09,20.46,64.53,55,63.08,22.6,18.36,14.25,23.08,18.75,14.56,5,0,354.7176,,,,
A1,41727,-0.59,1.08,-0.97,122.08,16.04,67.84,37,63.13,22.7,18.49,14.33,22.76,18.54,14.37,5,0,357.081,,,,
A1,41818,-0.47,0.98,-0.76,122.73,28.45,78.45,49,64.54,22.25,18.19,14.36,22.27,18.21,14.37,5,0,376.0248,,,,
A1,41909,-0.39,0.92,-0.61,127.13,37.01,85.66,53,62.89,21.24,17.23,13.36,23.28,18.88,14.64,5,0,327.065,,,,
A1,42000,-0.31,0.89,-0.49,125.04,35.59,84.02,53,61.78,21.24,17.12,13.12,24.05,19.39,14.86,5,0,390.9071,,,,
A1,42091,-0.31,0.86,-0.48,112.24,21.86,62.26,42,62.34,21.69,17.54,13.52,23.7,19.16,14.77,5,0,563.844,,,,
A1,42182,-0.34,0.91,-0.54,95.98,27.21,54.64,53,64.76,20.68,16.87,13.39,22.58,18.42,14.62,5,0,631.9071,,,,
A1,42273,-0.23,1.5,-0.37,55.75,31.32,36.14,116,58.85,34.58,25.33,20.35,36.53,26.76,21.5,5,0,464.4881,,,,
A1,42364,-0.38,1.62,-0.61,51.15,22.62,34.12,126,60.14,32.33,23.67,19.44,36.58,26.78,22,5,0,637.6183,,,,
A1,42462,0.17,1.82,0.28,22.03,14.07,12.35,208,58.85,35.08,24.9,20.65,40.87,29.01,24.05,5,0,499.5497,,,,
A1,42553,0.27,2.31,0.45,17.3,4.5,7.05,187,56.68,38.64,26.47,21.9,45.96,31.49,26.05,5,0,502.0543,,,,
A1,42644,0.19,2.18,0.3,35.5,18.18,24.79,180,57.03,37.57,26.24,21.43,43.15,30.14,24.61,5,0,716.2082,,,,
,,,,,,,,,,,,,,,,,,,,,,
Baa2,38352,0.96,1.41,1.05,3.71,3.08,3.32,1120,30.22,52.66,31.96,18.38,64.77,39.31,22.61,9,0,125837.1288,,,,
Baa2,38442,1.16,1.52,1.27,16.51,15.25,15.06,281,31.69,49.02,29.22,17.82,67.77,40.39,24.63,9,0,135299.8457,,,,
Baa2,38533,1.05,1.66,1.15,15.48,13.8,14.2,320,30.86,50.05,28.92,17.59,73.1,42.23,25.69,9,0,134163.7009,,,,
Baa2,38625,0.99,1.45,1.08,16.36,14.41,15.03,306,32.53,49.15,30.07,18.05,63.43,38.81,23.3,9,0,153334.037,,,,
Baa2,38717,0.94,1.39,1.03,6.79,5.68,6.09,649,33.08,44.84,27.93,16.55,60.57,37.72,22.36,9,0,155736.2359,,,,
Baa2,38898,0.98,1.44,1.06,30.27,28.14,28.42,119,37.18,35.56,23.77,14.51,49.59,33.15,20.24,9,0,153508.2476,,,,
Baa1,38990,0.93,1.41,1,62.02,56.27,58.03,59,38.22,29.39,20.46,12.27,43.65,30.39,18.22,8,-1,160413.6708,,,,
Baa1,39082,0.27,0.67,0.29,4.89,4.14,4.53,621,38,18.72,15.42,7.11,21.42,17.64,8.14,8,0,179971.4852,,,,
Baa1,39263,0.24,0.97,0.25,22.51,21.25,21.47,59,32.71,26.59,17.57,8.7,51.32,33.91,16.79,8,0,147636.7886,,,,
Baa1,39355,0.11,1.26,0.11,47.33,44.74,45.48,27,33.33,20.53,14.01,6.84,46.55,31.76,15.51,8,0,146408.1443,,,,
Baa1,39447,-0.02,1.03,-0.02,74.2,62.47,70.33,15,32.73,12.62,10.09,4.13,25.07,20.05,8.21,8,0,159298.2097,,,,
Baa1,39629,0.46,0.57,0.48,78.44,76.22,75.61,18,18.87,15.28,9.07,2.88,68.38,40.61,12.9,8,0,42344.3162,,,,
Baa1,39721,-0.01,0.18,-0.01,55.92,54.08,53.84,25,20.21,14.38,11.87,2.91,21.18,17.48,4.28,8,0,40875.5625,,,,
Baa1,39813,-0.09,1.52,-0.09,8.54,7.76,8.16,140,10.39,259.51,71.24,26.97,264.29,72.55,27.46,8,0,31044.2561,,,,
,,,,,,,,,,,,,,,,,,,,,,
A2,34789,1.09,2.37,1.94,7.98,5.6,4.65,62,24.24,40.03,25.97,12.01,54.13,35.12,16.24,6,0,8528.2278,,,,
A2,34880,0.62,1.64,1.04,8.91,6.18,5.72,67,24.82,40.78,27.54,11.08,48.08,32.47,13.06,6,0,9627.7344,,,,
A2,34972,1.18,2.56,1.9,10.28,7.56,6.77,57,25.11,72.5,40.11,19.98,80.73,44.67,22.25,6,0,10782.4573,,,,
A2,35064,0.47,1.29,0.72,13,7.93,9.16,58,25.2,33.74,23.8,10.33,41.76,29.46,12.79,6,0,11581.486,,,,
A2,35155,0.39,1.28,0.6,8.9,6.67,5.29,58,25.41,36.62,25.12,10.24,45.79,31.41,12.8,6,0,13671.152,,,,
A2,35246,0.32,1.12,0.48,12.07,8.89,8.23,56,25.6,33.84,23.95,9.53,41.27,29.21,11.63,6,0,13898.6702,,,,
A2,35338,0.22,1.05,0.33,12.31,9.22,8.41,54,25.95,31.35,22.5,8.95,39.33,28.23,11.23,6,0,14469.6771,,,,
A2,35430,0.25,1,0.37,14.66,8.62,10.55,53,25.72,27.54,20.52,8.58,34.21,25.49,10.66,6,0,15765.8441,,,,
A2,35520,0.18,0.94,0.26,12.25,8.9,7.85,48,25.4,29.88,21.77,8.38,37.3,27.17,10.46,6,0,17944.3424,,,,
A2,35611,0.12,0.92,0.17,14.69,10.84,10.22,49,25.44,28.93,21.22,8.11,36.3,26.63,10.18,6,0,19540.2752,,,,
A2,35703,0.14,0.87,0.21,14.22,10.71,10.1,49,25.4,28.74,21.22,8.06,35.45,26.17,9.93,6,0,18871.1374,,,,
