Data Date,Company Number,Long-term Debt/Invested Capital,Total Debt/Invested Capital,Receivables/Current Assets,Total Debt/Total Assets,Total Debt/EBITDA,Long-term Debt/Total Liabilities,Cash Flow/Total Debt,Long-term Debt/Book Equity,Total Debt/Total Assets,Total Debt/Capital,Total Debt/Equity,Interest Coverage Ratio,Quick Ratio (Acid Test),Current Ratio,Cash Conversion Cycle (Days),Rating 1Q Number
20101031,24,0.649,0.929,0.369,0.436,1.73,0.365,0.198,1.453,0.835,0.759,5.087,11.491,0.479,0.829,48.2,1
20110131,24,0.647,1.007,0.359,0.447,1.838,0.341,0.198,1.414,0.843,0.772,5.398,10.585,0.469,0.789,48.187,1
20110430,24,0.674,0.986,0.348,0.458,1.929,0.369,0.198,1.578,0.848,0.781,5.625,10.793,0.53,0.86,48.77,1
20110731,24,0.689,0.875,0.285,0.449,1.904,0.421,0.198,1.668,0.84,0.771,5.3,11.016,0.601,0.987,40.487,1
20111031,24,0.686,0.915,0.34,0.454,1.93,0.403,0.198,1.626,0.844,0.776,5.444,11.058,0.585,0.948,47.854,1
20120131,24,0.672,0.872,0.336,0.444,1.931,0.41,0.198,1.535,0.833,0.76,5.025,11.386,0.6,0.979,48.138,1
20120430,24,0.652,0.861,0.334,0.434,1.917,0.399,0.198,1.396,0.825,0.748,4.715,10.897,0.581,0.962,46.637,2
20120731,24,0.691,0.961,0.312,0.427,1.867,0.356,0.199,1.676,0.862,0.789,6.272,10.647,0.511,0.856,39.663,2
20121031,24,0.667,0.959,0.343,0.453,2.091,0.374,0.199,1.472,0.843,0.773,5.37,10.35,0.516,0.852,47.295,2
20130131,24,0.691,1.008,0.342,0.475,2.256,0.381,0.199,1.62,0.854,0.792,5.857,9.928,0.499,0.824,49.676,2
20130430,24,0.708,1.041,0.339,0.492,2.427,0.389,0.199,1.749,0.862,0.805,6.227,9.682,0.484,0.808,52.677,2
20130731,24,0.678,1.186,0.286,0.535,2.727,0.358,0.143,1.491,0.855,0.803,5.845,8.964,0.395,0.677,48.238,2
20131031,24,0.68,1.145,0.315,0.522,2.87,0.363,0.143,1.507,0.854,0.801,5.83,9.092,0.425,0.718,60.581,2
