Data Date,Company Number,Long-term Debt/Invested Capital,Total Debt/Invested Capital,Receivables/Current Assets,Total Debt/Total Assets,Total Debt/EBITDA,Long-term Debt/Total Liabilities,Cash Flow/Total Debt,Long-term Debt/Book Equity,Total Debt/Total Assets,Total Debt/Capital,Total Debt/Equity,Interest Coverage Ratio,Quick Ratio (Acid Test),Current Ratio,Cash Conversion Cycle (Days),Rating 1Q Number
20041231,0,0.25,0.355,0.344,0.236,1.18,0.332,0.354,0.334,0.502,0.354,1.008,22.254,1.189,1.573,133.66,0
20050331,0,0.258,0.376,0.312,0.244,1.154,0.323,0.354,0.348,0.519,0.375,1.079,21.705,1.093,1.436,114.857,0
20050630,0,0.253,0.351,0.33,0.233,1.097,0.331,0.354,0.339,0.506,0.356,1.024,20.801,1.116,1.486,119.022,0
20050930,0,0.232,0.353,0.33,0.23,1.078,0.302,0.354,0.302,0.5,0.346,1,20.028,1.075,1.437,124.797,0
20051231,0,0.241,0.349,0.314,0.228,1.071,0.31,0.351,0.305,0.505,0.347,1.022,20.034,1.193,1.535,121.832,0
20060331,0,0.223,0.341,0.316,0.221,1.028,0.29,0.351,0.284,0.497,0.337,0.988,18.504,1.103,1.45,121.598,0
20060630,0,0.255,0.383,0.322,0.248,1.197,0.32,0.351,0.339,0.516,0.368,1.068,15.619,1.051,1.382,125.633,0
20060930,0,0.29,0.39,0.338,0.262,1.297,0.373,0.351,0.405,0.523,0.381,1.095,13.378,1.065,1.413,129.722,0
20061231,0,0.333,0.589,0.375,0.343,1.933,0.317,0.241,0.499,0.612,0.492,1.574,11.678,0.709,0.944,137.257,0
20070331,0,0.331,0.506,0.345,0.32,1.727,0.363,0.241,0.494,0.577,0.453,1.362,9.907,0.823,1.086,127.673,0
20070630,0,0.318,0.536,0.32,0.326,1.731,0.331,0.241,0.466,0.585,0.462,1.408,9.524,0.809,1.034,116.301,0
20070930,0,0.31,0.575,0.315,0.336,1.767,0.303,0.241,0.449,0.597,0.476,1.482,9.241,0.781,0.988,115.276,0
20071231,0,0.348,0.448,0.352,0.308,1.655,0.433,0.236,0.534,0.552,0.43,1.234,9.312,1.218,1.543,132.514,0
20080331,0,0.322,0.509,0.323,0.321,1.66,0.355,0.236,0.474,0.572,0.45,1.334,9.614,0.979,1.23,122.137,0
20080630,0,0.33,0.502,0.328,0.324,1.689,0.375,0.236,0.492,0.567,0.45,1.312,10.289,1.06,1.335,132.254,0
20080930,0,0.335,0.468,0.328,0.313,1.61,0.403,0.236,0.505,0.556,0.435,1.251,11.242,1.183,1.48,129.864,0
20081231,0,0.333,0.472,0.321,0.291,1.486,0.349,0.294,0.498,0.588,0.44,1.427,12.256,1.231,1.47,119.599,0
20090331,0,0.347,0.486,0.31,0.316,1.636,0.393,0.294,0.532,0.575,0.448,1.355,12.805,1.225,1.496,128.843,0
20090630,0,0.354,0.48,0.302,0.314,1.615,0.4,0.294,0.55,0.578,0.448,1.373,13.126,1.275,1.555,132.643,0
20090930,0,0.361,0.496,0.284,0.322,1.686,0.399,0.294,0.565,0.586,0.458,1.417,13.248,1.319,1.588,134.135,0
20091231,0,0.33,0.483,0.281,0.315,1.834,0.382,0.246,0.493,0.563,0.437,1.291,13.285,1.536,1.787,128.743,0
20100331,0,0.346,0.501,0.292,0.321,1.728,0.382,0.246,0.531,0.581,0.455,1.39,14.121,1.296,1.554,135.035,0
20100630,0,0.352,0.517,0.302,0.325,1.742,0.374,0.246,0.545,0.592,0.465,1.456,14.543,1.246,1.485,126.953,0
20100930,0,0.358,0.534,0.319,0.328,1.744,0.363,0.246,0.561,0.606,0.476,1.542,14.683,1.149,1.374,125.946,0
20101231,0,0.358,0.541,0.322,0.318,1.774,0.339,0.236,0.559,0.622,0.477,1.652,14.533,1.108,1.293,129.548,0
