Data Date,Company Number,Long-term Debt/Invested Capital,Total Debt/Invested Capital,Receivables/Current Assets,Total Debt/Total Assets,Total Debt/EBITDA,Long-term Debt/Total Liabilities,Cash Flow/Total Debt,Long-term Debt/Book Equity,Total Debt/Total Assets,Total Debt/Capital,Total Debt/Equity,Interest Coverage Ratio,Quick Ratio (Acid Test),Current Ratio,Cash Conversion Cycle (Days),Rating 1Q Number
20081231,5,0.578,0.579,0.226,0.426,3.01,0.617,0.121,1.367,0.689,0.602,2.214,1.953,1.673,2.922,153.497,4
20090331,5,0.572,0.574,0.244,0.429,2.951,0.628,0.121,1.339,0.681,0.594,2.131,2.033,1.855,3.09,141.405,4
20090630,5,0.57,0.571,0.273,0.436,3.465,0.648,0.121,1.325,0.672,0.589,2.044,1.474,2.143,3.475,139.316,4
20090930,5,0.608,0.608,0.411,0.416,3.479,0.568,0.058,1.549,0.732,0.623,2.725,1.446,2.444,3.613,157.131,4
20091231,5,0.589,0.59,0.3,0.423,3.871,0.598,0.058,1.432,0.705,0.606,2.394,1.141,2.158,3.398,170.881,4
20100331,5,0.6,0.601,0.314,0.417,3.949,0.576,0.058,1.499,0.722,0.617,2.602,1.061,2.175,3.384,173.459,4
20100630,5,0.61,0.611,0.322,0.41,3.94,0.555,0.058,1.567,0.738,0.628,2.823,1.066,2.229,3.361,161.859,4
20100930,5,0.623,0.623,0.431,0.381,4.55,0.496,0.098,1.651,0.769,0.642,3.332,0.626,1.714,2.395,198.98,4
20101231,5,0.62,0.621,0.351,0.397,5.876,0.525,0.098,1.632,0.757,0.641,3.11,0.186,1.888,2.723,171.005,4
20110331,5,0.628,0.629,0.336,0.388,13.009,0.503,0.098,1.689,0.77,0.651,3.357,-0.671,1.604,2.351,231.141,4
